"","id","group","allele_count","anc_prop"
"651","HYG-Z","ANF",37659,0.37659
"652","HYG-Z","ONF",50000,0.5
"653","HYG-Z","non-transloc",12341,0.12341
"654","HYO-Z","ANF",37487,0.37487
"655","HYO-Z","non-transloc",62513,0.62513
"656","HYP-Z","ANF",43656,0.43656
"657","HYP-Z","FTS",50000,0.5
"658","HYP-Z","non-transloc",6344,0.06344
"659","HYW-Z","ONF",100000,1
"660","HYY-Z","ANF",6213,0.06213
"661","HYY-Z","non-transloc",93787,0.93787
"662","HZ-HLO","non-transloc",100000,1
"663","HbZ-BOK","CBJTC",100000,1
"664","KAG-PZ","non-transloc",100000,1
"665","KAO-YZ","non-transloc",100000,1
"666","KBP-ZG","ANF",100000,1
"667","KBY-BZ","non-transloc",100000,1
"668","KCL-GZ","non-transloc",100000,1
"669","KGW-HZ","non-transloc",100000,1
"670","KKY-WZ","ANF",100000,1
"671","KLH-OZ","non-transloc",100000,1
"672","KLP-HZ","non-transloc",100000,1
"673","KOG-OZ","non-transloc",100000,1
"674","KOL-CZ","non-transloc",100000,1
"675","KOW-BZ","ANF",100000,1
"676","KPL-SZ","ANF",50000,0.5
"677","KPL-SZ","non-transloc",50000,0.5
"678","KPW-LZ","non-transloc",100000,1
"679","KPW-WZ","non-transloc",100000,1
"680","KYB-YZ","non-transloc",100000,1
"681","KYB-ZK","ANF",100000,1
"682","KYH-OZ","ANF",50000,0.5
"683","KYH-OZ","non-transloc",50000,0.5
"684","LA-Z","non-transloc",100000,1
"685","LB-Z","non-transloc",100000,1
"686","LB-ZL","non-transloc",100000,1
"687","LC-ZC","non-transloc",100000,1
"688","LG-Z","non-transloc",100000,1
"689","LG=Z","non-transloc",100000,1
"690","LGZ-","non-transloc",100000,1
"691","LH-ZB","non-transloc",100000,1
"692","LL-Z","non-transloc",100000,1
"693","LL-ZC","non-transloc",100000,1
"694","LL-ZY","non-transloc",100000,1
"695","LL=ZC","non-transloc",100000,1
"696","LO-Z","non-transloc",100000,1
"697","LO=Z","non-transloc",100000,1
"698","LP-Z","non-transloc",100000,1
"699","LS-Z","non-transloc",100000,1
"700","LW-Z","non-transloc",100000,1
"701","LW-ZB","non-transloc",100000,1
"702","LY-BZ","non-transloc",100000,1
"703","LY-Z","non-transloc",100000,1
"704","LYZ-","non-transloc",100000,1
"705","LZ-C","non-transloc",100000,1
"706","LZ-P","non-transloc",100000,1
"707","LZ-S","non-transloc",100000,1
"708","MaleID_1","non-transloc",100000,1
"709","MaleID_2","non-transloc",100000,1
"710","MaleID_3","non-transloc",100000,1
"711","O-ZL","non-transloc",100000,1
"712","OA-Z","non-transloc",100000,1
"713","OAG-HZ","FTS",100000,1
"714","OAW-PZ","ANF",100000,1
"715","OBP-OZ","FTS",100000,1
"716","OG-PZ","non-transloc",100000,1
"717","OHA-ZK","ANF",100000,1
"718","OKY-Z","ANF",37656,0.37656
"719","OKY-Z","FTB",25054,0.25054
"720","OKY-Z","non-transloc",37290,0.3729
"721","OL-Z","non-transloc",100000,1
"722","OO-ZL","non-transloc",100000,1
"723","OO-ZO","non-transloc",100000,1
"724","OO-ZY","non-transloc",100000,1
"725","OOZ-","non-transloc",100000,1
"726","OW-AZ","non-transloc",100000,1
"727","OWO-AZ","ANF",100000,1
"728","OY-Z","non-transloc",100000,1
"729","OZ-O","non-transloc",100000,1
"730","OZ-OGY","WSF-CITRUS",100000,1
"731","OZ-OOK","WSF-CITRUS",100000,1
"732","OZ-S","non-transloc",100000,1
"733","OZ-W","non-transloc",100000,1
"734","PA-Z","non-transloc",100000,1
"735","PA-ZA","non-transloc",100000,1
"736","PA-ZW","non-transloc",100000,1
"737","PAB-Z","ANF",31270,0.3127
"738","PAB-Z","non-transloc",68730,0.6873
"739","PAK-Z","ANF",25135,0.25135
"740","PAK-Z","FTS",50000,0.5
"741","PAK-Z","non-transloc",24865,0.24865
"742","PAL-Z","ANF",50000,0.5
"743","PAL-Z","non-transloc",50000,0.5
"744","PAO-Z","non-transloc",100000,1
"745","PAP-ZG","FTS",100000,1
"746","PAS-Z","ANF",56460,0.5646
"747","PAS-Z","non-transloc",43540,0.4354
"748","PAW-Z","ANF",12534,0.12534
"749","PAW-Z","non-transloc",87466,0.87466
"750","PB-Z","non-transloc",100000,1
"751","PBA-Z","ANF",74992,0.74992
"752","PBA-Z","non-transloc",25008,0.25008
"753","PBB-Z","CBJTC",25043,0.25043
"754","PBB-Z","FTS",50000,0.5
"755","PBB-Z","non-transloc",24957,0.24957
"756","PBH-Z","ANF",24830,0.2483
"757","PBH-Z","FTS",50000,0.5
"758","PBH-Z","non-transloc",25170,0.2517
"759","PBS-Z","ANF",24816,0.24816
"760","PBS-Z","FTS",24971,0.24971
"761","PBS-Z","non-transloc",50213,0.50213
"762","PBY-FZ","FTS",100000,1
"763","PBY-Z","FTS",50000,0.5
"764","PBY-Z","non-transloc",50000,0.5
"765","PBZ-","non-transloc",100000,1
"766","PC-ZA","non-transloc",100000,1
"767","PCH-Z","ANF",12408,0.12408
"768","PCH-Z","non-transloc",87592,0.87592
"769","PCK-Z","ANF",37485,0.37485
"770","PCK-Z","FTB",24908,0.24908
"771","PCK-Z","non-transloc",37607,0.37607
"772","PCL-Z","CBJTC",25136,0.25136
"773","PCL-Z","FTS",50000,0.5
"774","PCL-Z","non-transloc",24864,0.24864
"775","PG-YZ","non-transloc",100000,1
"776","PGB-Z","ANF",24953,0.24953
"777","PGB-Z","non-transloc",75047,0.75047
"778","PH-Z","ANF",50000,0.5
"779","PH-Z","non-transloc",50000,0.5
"780","PHL-Z","ANF",75010,0.7501
"781","PHL-Z","non-transloc",24990,0.2499
"782","PHO-Z","ANF",12436,0.12436
"783","PHO-Z","FTS",25054,0.25054
"784","PHO-Z","non-transloc",62510,0.6251
"785","PKL-Z","non-transloc",100000,1
"786","PKY-Z","ANF",50000,0.5
"787","PKY-Z","non-transloc",50000,0.5
"788","PL-Z","non-transloc",100000,1
"789","PL-ZC","ANF",50000,0.5
"790","PL-ZC","non-transloc",50000,0.5
"791","PLG-Z","ANF",56400,0.564
"792","PLG-Z","non-transloc",43600,0.436
"793","PLW-Z","ANF",37491,0.37491
"794","PLW-Z","FTB",25056,0.25056
"795","PLW-Z","non-transloc",37453,0.37453
"796","PO-Z","ANF",50000,0.5
"797","PO-Z","non-transloc",50000,0.5
"798","PO-ZA","non-transloc",100000,1
"799","POB-Z","ANF",12509,0.12509
"800","POB-Z","non-transloc",87491,0.87491
"801","POG-Z","ANF",12545,0.12545
"802","POG-Z","non-transloc",87455,0.87455
"803","POP-Z","ANF",25025,0.25025
"804","POP-Z","non-transloc",74975,0.74975
"805","PP-ZH","non-transloc",100000,1
"806","PP-ZY","non-transloc",100000,1
"807","PPH-Z","ANF",75005,0.75005
"808","PPH-Z","non-transloc",24995,0.24995
"809","PPK-Z","ANF",24952,0.24952
"810","PPK-Z","non-transloc",75048,0.75048
"811","PPO-Z","ANF",75129,0.75129
"812","PPO-Z","non-transloc",24871,0.24871
"813","PPY-Z","ANF",24977,0.24977
"814","PPY-Z","FTS",25011,0.25011
"815","PPY-Z","non-transloc",50012,0.50012
"816","PPZ-","non-transloc",100000,1
"817","PS-Z","FTB",50000,0.5
"818","PS-Z","non-transloc",50000,0.5
"819","PSP-Z","ANF",12509,0.12509
"820","PSP-Z","non-transloc",87491,0.87491
"821","PWG-Z","non-transloc",100000,1
"822","PWH-Z","FTS",50000,0.5
"823","PWH-Z","non-transloc",50000,0.5
"824","PWY-Z","ANF",25099,0.25099
"825","PWY-Z","non-transloc",74901,0.74901
"826","PY-OZ","ANF",50000,0.5
"827","PY-OZ","non-transloc",50000,0.5
"828","PY-Z","non-transloc",100000,1
"829","PY-ZA","non-transloc",100000,1
"830","PYG-Z","ANF",37411,0.37411
"831","PYG-Z","non-transloc",62589,0.62589
"832","PYH-Z","ANF",74972,0.74972
"833","PYH-Z","non-transloc",25028,0.25028
"834","PYP-Z","non-transloc",100000,1
"835","PZ-L","non-transloc",100000,1
"836","PZ-PAP","FTB",100000,1
"837","PZ-Y","non-transloc",100000,1
"838","S-Z","FTB",50000,0.5
"839","S-Z","non-transloc",50000,0.5
"840","S-ZG","non-transloc",100000,1
"841","SAW-Z","ANF",50000,0.5
"842","SAW-Z","non-transloc",50000,0.5
"843","SBL-Z","ANF",24906,0.24906
"844","SBL-Z","non-transloc",75094,0.75094
"845","SCB-Z","non-transloc",100000,1
"846","SGA-Z","non-transloc",100000,1
"847","SGO-Z","FTB",50000,0.5
"848","SGO-Z","non-transloc",50000,0.5
"849","SGS-Z","ANF",25161,0.25161
"850","SGS-Z","non-transloc",74839,0.74839
"851","SHA-Z","ANF",50000,0.5
"852","SHA-Z","non-transloc",50000,0.5
"853","SHL-Z","non-transloc",100000,1
"854","SHW-Z","FTB",50000,0.5
"855","SHW-Z","non-transloc",50000,0.5
"856","SHZ-","non-transloc",100000,1
"857","SKH-Z","non-transloc",100000,1
"858","SKL-Z","non-transloc",100000,1
"859","SL-ZL","non-transloc",100000,1
"860","SL-ZS","non-transloc",100000,1
"861","SLG-Z","ANF",49771,0.49771
"862","SLG-Z","non-transloc",50229,0.50229
"863","SLK-Z","non-transloc",100000,1
"864","SO-Z","non-transloc",100000,1
"865","SOB-Z","ANF",50000,0.5
"866","SOB-Z","non-transloc",50000,0.5
"867","SOP-Z","ANF",50000,0.5
"868","SOP-Z","non-transloc",50000,0.5
"869","SP-Z","non-transloc",100000,1
"870","SPL-Z","non-transloc",100000,1
"871","SPY-Z","non-transloc",100000,1
"872","SY-Z","non-transloc",100000,1
"873","SZ-S","non-transloc",100000,1
"874","SZ-W","non-transloc",100000,1
"875","WAA-Z","ANF",37631,0.37631
"876","WAA-Z","CBJTC",12525,0.12525
"877","WAA-Z","FTS",12461,0.12461
"878","WAA-Z","non-transloc",37383,0.37383
"879","WAB-Z","ANF",37349,0.37349
"880","WAB-Z","FTS",12730,0.1273
"881","WAB-Z","non-transloc",49921,0.49921
"882","WAG-Z","ANF",31197,0.31197
"883","WAG-Z","FTS",25049,0.25049
"884","WAG-Z","non-transloc",43754,0.43754
"885","WAK-Z","ANF",87444,0.87444
"886","WAK-Z","non-transloc",12556,0.12556
"887","WAO-Z","ANF",50031,0.50031
"888","WAO-Z","CBJTC",12483,0.12483
"889","WAO-Z","non-transloc",37486,0.37486
"890","WAW-Z","ANF",17205,0.17205
"891","WAW-Z","CBJTC",2985,0.02985
"892","WAW-Z","FTS",6415,0.06415
"893","WAW-Z","non-transloc",73395,0.73395
"894","WAY-Z","ANF",12644,0.12644
"895","WAY-Z","FTS",24830,0.2483
"896","WAY-Z","non-transloc",62526,0.62526
"897","WAZ-","non-transloc",100000,1
"898","WB-Z","ANF",50000,0.5
"899","WB-Z","non-transloc",50000,0.5
"900","WBA-Z","ANF",56329,0.56329
"901","WBA-Z","FTB",12586,0.12586
"902","WBA-Z","non-transloc",31085,0.31085
"903","WBB-Z","ANF",43720,0.4372
"904","WBB-Z","FTS",50000,0.5
"905","WBB-Z","non-transloc",6280,0.0628
"906","WBG-Z","ANF",18789,0.18789
"907","WBG-Z","CBJTC",6208,0.06208
"908","WBG-Z","FTS",62372,0.62372
"909","WBG-Z","non-transloc",12631,0.12631
"910","WBK-Z","ANF",32590,0.3259
"911","WBK-Z","FTS",3125,0.03125
"912","WBK-Z","non-transloc",64285,0.64285
"913","WBO-Z","ANF",37497,0.37497
"914","WBO-Z","non-transloc",62503,0.62503
"915","WBW-Z","ONF",100000,1
"916","WBY-Z","ANF",37561,0.37561
"917","WBY-Z","ONF",50000,0.5
"918","WBY-Z","non-transloc",12439,0.12439
"919","WC-Z","non-transloc",100000,1
"920","WC-ZS","non-transloc",100000,1
"921","WG-Z","non-transloc",100000,1
"922","WG-ZA","non-transloc",100000,1
"923","WG-ZG","non-transloc",100000,1
"924","WG-ZS","non-transloc",100000,1
"925","WGA-Z","ANF",21903,0.21903
"926","WGA-Z","FTS",12414,0.12414
"927","WGA-Z","non-transloc",65683,0.65683
"928","WGB-Z","ANF",62624,0.62624
"929","WGB-Z","non-transloc",37376,0.37376
"930","WGG-Z","ANF",75026,0.75026
"931","WGG-Z","non-transloc",24974,0.24974
"932","WGK-Z","ANF",49799,0.49799
"933","WGK-Z","CBJTC",12422,0.12422
"934","WGK-Z","non-transloc",37779,0.37779
"935","WGO-Z","ANF",37607,0.37607
"936","WGO-Z","ONF",50000,0.5
"937","WGO-Z","non-transloc",12393,0.12393
"938","WGW-Z","ANF",12638,0.12638
"939","WGW-Z","FTS",24979,0.24979
"940","WGW-Z","non-transloc",62383,0.62383
"941","WGY-Z","ANF",12564,0.12564
"942","WGY-Z","FTS",12438,0.12438
"943","WGY-Z","non-transloc",74998,0.74998
"944","WH-Z","ANF",75030,0.7503
"945","WH-Z","non-transloc",24970,0.2497
"946","WKA-Z","ANF",34215,0.34215
"947","WKA-Z","FTS",18625,0.18625
"948","WKA-Z","non-transloc",47160,0.4716
"949","WKB-Z","ANF",62700,0.627
"950","WKB-Z","non-transloc",37300,0.373
"951","WKG-Z","ANF",59476,0.59476
"952","WKG-Z","FTS",18620,0.1862
"953","WKG-Z","non-transloc",21904,0.21904
"954","WKK-Z","ANF",36102,0.36102
"955","WKK-Z","ONF",24971,0.24971
"956","WKK-Z","non-transloc",38927,0.38927
"957","WKO-Z","ANF",43642,0.43642
"958","WKO-Z","FTS",50000,0.5
"959","WKO-Z","non-transloc",6358,0.06358
"960","WKW-Z","ANF",54550,0.5455
"961","WKW-Z","FTS",12648,0.12648
"962","WKW-Z","non-transloc",32802,0.32802
"963","WKY-Z","ANF",34428,0.34428
"964","WKY-Z","FTB",6167,0.06167
"965","WKY-Z","FTS",12426,0.12426
"966","WKY-Z","non-transloc",46979,0.46979
"967","WL-Z","non-transloc",100000,1
"968","WL-ZA","non-transloc",100000,1
"969","WOA-Z","ANF",31125,0.31125
"970","WOA-Z","FTS",25066,0.25066
"971","WOA-Z","non-transloc",43809,0.43809
"972","WOB-Z","ANF",15526,0.15526
"973","WOB-Z","FTS",6304,0.06304
"974","WOB-Z","non-transloc",78170,0.7817
"975","WOG-Z","ANF",25184,0.25184
"976","WOG-Z","FTS",25006,0.25006
"977","WOG-Z","non-transloc",49810,0.4981
"978","WOK-Z","ANF",34327,0.34327
"979","WOK-Z","CBJTC",6321,0.06321
"980","WOK-Z","FTS",25178,0.25178
"981","WOK-Z","non-transloc",34174,0.34174
"982","WOO-Z","ANF",22107,0.22107
"983","WOO-Z","FTS",12327,0.12327
"984","WOO-Z","non-transloc",65566,0.65566
"985","WOR-Z","ANF",12677,0.12677
"986","WOR-Z","non-transloc",87323,0.87323
"987","WOW-Z","ANF",37738,0.37738
"988","WOW-Z","CBJTC",12518,0.12518
"989","WOW-Z","FTS",12345,0.12345
"990","WOW-Z","non-transloc",37399,0.37399
"991","WOY-Z","ONF",100000,1
"992","WRB-Z","ANF",40668,0.40668
"993","WRB-Z","non-transloc",59332,0.59332
"994","WRG-Z","ANF",22066,0.22066
"995","WRG-Z","FTS",37517,0.37517
"996","WRG-Z","non-transloc",40417,0.40417
"997","WRK-Z","ANF",6212,0.06212
"998","WRK-Z","non-transloc",93788,0.93788
"999","WRY-Z","ANF",34156,0.34156
"1000","WRY-Z","CBJTC",6296,0.06296
"1001","WRY-Z","FTS",25059,0.25059
"1002","WRY-Z","non-transloc",34489,0.34489
"1003","WW-ZB","non-transloc",100000,1
"1004","WW-ZG","non-transloc",100000,1
"1005","WW-ZO","non-transloc",100000,1
"1006","WW-ZY","non-transloc",100000,1
"1007","WWA-Z","ANF",36025,0.36025
"1008","WWA-Z","ONF",25013,0.25013
"1009","WWA-Z","non-transloc",38962,0.38962
"1010","WWB-Z","ANF",20370,0.2037
"1011","WWB-Z","CBJTC",6190,0.0619
"1012","WWB-Z","FTS",12565,0.12565
"1013","WWB-Z","non-transloc",60875,0.60875
"1014","WWG-Z","ANF",43686,0.43686
"1015","WWG-Z","WSF-CITRUS",50000,0.5
"1016","WWG-Z","non-transloc",6314,0.06314
"1017","WWK-Z","ANF",18937,0.18937
"1018","WWK-Z","FTS",12430,0.1243
"1019","WWK-Z","non-transloc",68633,0.68633
"1020","WWO-Z","ANF",12594,0.12594
"1021","WWO-Z","FTS",12460,0.1246
"1022","WWO-Z","non-transloc",74946,0.74946
"1023","WWY-Z","ANF",18664,0.18664
"1024","WWY-Z","CBJTC",6309,0.06309
"1025","WWY-Z","FTS",62411,0.62411
"1026","WWY-Z","non-transloc",12616,0.12616
"1027","WYA-Z","ANF",12712,0.12712
"1028","WYA-Z","non-transloc",87288,0.87288
"1029","WYB-Z","ANF",37434,0.37434
"1030","WYB-Z","non-transloc",62566,0.62566
"1031","WYG-Z","ANF",20367,0.20367
"1032","WYG-Z","non-transloc",79633,0.79633
"1033","WYK-Z","ANF",25060,0.2506
"1034","WYK-Z","CBJTC",6171,0.06171
"1035","WYK-Z","FTS",12679,0.12679
"1036","WYK-Z","non-transloc",56090,0.5609
"1037","WYO-Z","ANF",17063,0.17063
"1038","WYO-Z","CBJTC",3037,0.03037
"1039","WYO-Z","FTS",6386,0.06386
"1040","WYO-Z","non-transloc",73514,0.73514
"1041","WYR-Z","ANF",27968,0.27968
"1042","WYR-Z","FTS",6294,0.06294
"1043","WYR-Z","non-transloc",65738,0.65738
"1044","WYW-Z","ANF",62356,0.62356
"1045","WYW-Z","non-transloc",37644,0.37644
"1046","WYY-Z","ANF",25036,0.25036
"1047","WYY-Z","FTS",24936,0.24936
"1048","WYY-Z","non-transloc",50028,0.50028
"1049","WZ-KAY","ANF",100000,1
"1050","WZ-KOW","ANF",100000,1
"1051","WZ-O","non-transloc",100000,1
"1052","WZ-OLO","FTS",100000,1
"1053","WZ-Y","non-transloc",100000,1
"1054","WZ-YKA","ANF",100000,1
"1055","YA-ZB","non-transloc",100000,1
"1056","YA-ZP","non-transloc",100000,1
"1057","YA-ZS","non-transloc",100000,1
"1058","YAG-Z","ANF",62594,0.62594
"1059","YAG-Z","non-transloc",37406,0.37406
"1060","YAH-Z","ANF",31186,0.31186
"1061","YAH-Z","ONF",50000,0.5
"1062","YAH-Z","non-transloc",18814,0.18814
"1063","YAO-Z","ANF",24923,0.24923
"1064","YAO-Z","FTS",50000,0.5
"1065","YAO-Z","non-transloc",25077,0.25077
"1066","YAP-Z","ANF",24996,0.24996
"1067","YAP-Z","FTS",24895,0.24895
"1068","YAP-Z","non-transloc",50109,0.50109
"1069","YAS-Z","ANF",50000,0.5
"1070","YAS-Z","CBJTC",25172,0.25172
"1071","YAS-Z","non-transloc",24828,0.24828
"1072","YAY-Z","ANF",12627,0.12627
"1073","YAY-Z","non-transloc",87373,0.87373
"1074","YB-ZG","non-transloc",100000,1
"1075","YBB-Z","ONF",100000,1
"1076","YBH-Z","ANF",25028,0.25028
"1077","YBH-Z","FTS",25040,0.2504
"1078","YBH-Z","non-transloc",49932,0.49932
"1079","YBO-Z","ANF",37457,0.37457
"1080","YBO-Z","non-transloc",62543,0.62543
"1081","YBP-ZF","ANF",100000,1
"1082","YCB-Z","ANF",18801,0.18801
"1083","YCB-Z","FTS",50000,0.5
"1084","YCB-Z","non-transloc",31199,0.31199
"1085","YCG-Z","ANF",37667,0.37667
"1086","YCG-Z","FTS",25022,0.25022
"1087","YCG-Z","non-transloc",37311,0.37311
"1088","YCO-Z","ANF",37501,0.37501
"1089","YCO-Z","non-transloc",62499,0.62499
"1090","YCY-Z","ANF",25006,0.25006
"1091","YCY-Z","FTS",24763,0.24763
"1092","YCY-Z","non-transloc",50231,0.50231
"1093","YG-Z","non-transloc",100000,1
"1094","YG-ZS","non-transloc",100000,1
"1095","YGB-WZ","ANF",100000,1
"1096","YGG-Z","ANF",21950,0.2195
"1097","YGG-Z","FTS",24909,0.24909
"1098","YGG-Z","non-transloc",53141,0.53141
"1099","YGO-Z","ANF",12589,0.12589
"1100","YGO-Z","non-transloc",87411,0.87411
"1101","YGW-Z","ANF",24843,0.24843
"1102","YGW-Z","ONF",50000,0.5
"1103","YGW-Z","non-transloc",25157,0.25157
"1104","YGY-Z","ANF",37505,0.37505
"1105","YGY-Z","non-transloc",62495,0.62495
"1106","YHB-AZ","FTS",100000,1
"1107","YHB-Z","ANF",37554,0.37554
"1108","YHB-Z","FTS",50000,0.5
"1109","YHB-Z","non-transloc",12446,0.12446
"1110","YHK-Z","non-transloc",100000,1
"1111","YHP-Z","ANF",87498,0.87498
"1112","YHP-Z","non-transloc",12502,0.12502
"1113","YHZ-","non-transloc",100000,1
"1114","YKA-Z","ANF",6379,0.06379
"1115","YKA-Z","FTS",50000,0.5
"1116","YKA-Z","non-transloc",43621,0.43621
"1117","YKH-Z","ANF",6336,0.06336
"1118","YKH-Z","FTS",25116,0.25116
"1119","YKH-Z","non-transloc",68548,0.68548
"1120","YKO-Z","ANF",37537,0.37537
"1121","YKO-Z","FTS",25049,0.25049
"1122","YKO-Z","non-transloc",37414,0.37414
"1123","YKY-Z","ANF",87389,0.87389
"1124","YKY-Z","non-transloc",12611,0.12611
"1125","YL-Z","non-transloc",100000,1
"1126","YLZ-","non-transloc",100000,1
"1127","YO-Z","non-transloc",100000,1
"1128","YO-ZY","non-transloc",100000,1
"1129","YOB-Z","ANF",6337,0.06337
"1130","YOB-Z","FTS",25110,0.2511
"1131","YOB-Z","non-transloc",68553,0.68553
"1132","YOG-Z","ANF",12542,0.12542
"1133","YOG-Z","FTS",24966,0.24966
"1134","YOG-Z","non-transloc",62492,0.62492
"1135","YOO-Z","ANF",24997,0.24997
"1136","YOO-Z","FTS",24920,0.2492
"1137","YOO-Z","non-transloc",50083,0.50083
"1138","YOW-Z","ANF",50000,0.5
"1139","YOW-Z","CBJTC",25048,0.25048
"1140","YOW-Z","non-transloc",24952,0.24952
"1141","YP-Z","non-transloc",100000,1
"1142","YPB-Z","ANF",43832,0.43832
"1143","YPB-Z","FTS",12388,0.12388
"1144","YPB-Z","non-transloc",43780,0.4378
"1145","YPG-Z","ANF",50000,0.5
"1146","YPG-Z","non-transloc",50000,0.5
"1147","YPW-Z","ANF",25285,0.25285
"1148","YPW-Z","FTS",50000,0.5
"1149","YPW-Z","non-transloc",24715,0.24715
"1150","YPZ-","non-transloc",100000,1
"1151","YS-ZG","non-transloc",100000,1
"1152","YSA-Z","ANF",43799,0.43799
"1153","YSA-Z","FTS",12247,0.12247
"1154","YSA-Z","non-transloc",43954,0.43954
"1155","YSH-Z","ANF",12573,0.12573
"1156","YSH-Z","non-transloc",87427,0.87427
"1157","YSK-Z","non-transloc",100000,1
"1158","YW-Z","non-transloc",100000,1
"1159","YW-ZC","non-transloc",100000,1
"1160","YWB-Z","ANF",12704,0.12704
"1161","YWB-Z","non-transloc",87296,0.87296
"1162","YWG-Z","ANF",68729,0.68729
"1163","YWG-Z","FTB",12584,0.12584
"1164","YWG-Z","non-transloc",18687,0.18687
"1165","YWS-Z","ANF",37497,0.37497
"1166","YWS-Z","FTS",50000,0.5
"1167","YWS-Z","non-transloc",12503,0.12503
"1168","YWW-Z","ANF",18674,0.18674
"1169","YWW-Z","FTS",37462,0.37462
"1170","YWW-Z","non-transloc",43864,0.43864
"1171","YY-Z","non-transloc",100000,1
"1172","YY-ZH","non-transloc",100000,1
"1173","YY-ZY","non-transloc",100000,1
"1174","YYB-Z","ANF",37506,0.37506
"1175","YYB-Z","non-transloc",62494,0.62494
"1176","YYG-Z","ANF",40665,0.40665
"1177","YYG-Z","non-transloc",59335,0.59335
"1178","YYH-GZ","ANF",100000,1
"1179","YZ-G","non-transloc",100000,1
"1180","YZ-LGL","FTB",100000,1
"1181","YZ-OKL","WSF-CITRUS",100000,1
"1182","YZ-W","non-transloc",100000,1
"1183","YZ-Y","non-transloc",100000,1
"1184","Z-A","non-transloc",100000,1
"1185","Z-AA","non-transloc",100000,1
"1186","Z-AAB","ONF",100000,1
"1187","Z-AAK","ANF",12447,0.12447
"1188","Z-AAK","FTS",25083,0.25083
"1189","Z-AAK","non-transloc",62470,0.6247
"1190","Z-AAO","ANF",12464,0.12464
"1191","Z-AAO","non-transloc",87536,0.87536
"1192","Z-AAY","non-transloc",100000,1
"1193","Z-ABA","ANF",50000,0.5
"1194","Z-ABA","CBJTC",24984,0.24984
"1195","Z-ABA","non-transloc",25016,0.25016
"1196","Z-ABH","ANF",12646,0.12646
"1197","Z-ABH","FTS",12513,0.12513
"1198","Z-ABH","WSF-CITRUS",50000,0.5
"1199","Z-ABH","non-transloc",24841,0.24841
"1200","Z-ABO","ANF",37312,0.37312
"1201","Z-ABO","non-transloc",62688,0.62688
"1202","Z-ABS","ANF",12512,0.12512
"1203","Z-ABS","FTS",12425,0.12425
"1204","Z-ABS","ONF",50000,0.5
"1205","Z-ABS","non-transloc",25063,0.25063
"1206","Z-ABW","ANF",31446,0.31446
"1207","Z-ABW","non-transloc",68554,0.68554
"1208","Z-ABY","ANF",37303,0.37303
"1209","Z-ABY","CBJTC",12555,0.12555
"1210","Z-ABY","FTS",25130,0.2513
"1211","Z-ABY","non-transloc",25012,0.25012
"1212","Z-AGA","ANF",18777,0.18777
"1213","Z-AGA","FTS",50000,0.5
"1214","Z-AGA","non-transloc",31223,0.31223
"1215","Z-AGK","ANF",37681,0.37681
"1216","Z-AGK","non-transloc",62319,0.62319
"1217","Z-AGO","ANF",12578,0.12578
"1218","Z-AGO","non-transloc",87422,0.87422
"1219","Z-AGS","ANF",62583,0.62583
"1220","Z-AGS","non-transloc",37417,0.37417
"1221","Z-AGY","ANF",18808,0.18808
"1222","Z-AGY","FTS",50000,0.5
"1223","Z-AGY","non-transloc",31192,0.31192
"1224","Z-AHA","ANF",12654,0.12654
"1225","Z-AHA","non-transloc",87346,0.87346
"1226","Z-AHG","ANF",9410,0.0941
"1227","Z-AHG","non-transloc",90590,0.9059
"1228","Z-AHH","ANF",12586,0.12586
"1229","Z-AHH","non-transloc",87414,0.87414
"1230","Z-AHO","ANF",37559,0.37559
"1231","Z-AHO","FTS",12453,0.12453
"1232","Z-AHO","non-transloc",49988,0.49988
"1233","Z-AHW","ANF",24908,0.24908
"1234","Z-AHW","FTS",24836,0.24836
"1235","Z-AHW","non-transloc",50256,0.50256
"1236","Z-AHY","ANF",12630,0.1263
"1237","Z-AHY","FTS",24994,0.24994
"1238","Z-AHY","non-transloc",62376,0.62376
"1239","Z-AKA","ANF",43821,0.43821
"1240","Z-AKA","FTS",12364,0.12364
"1241","Z-AKA","non-transloc",43815,0.43815
"1242","Z-AKH","ANF",37558,0.37558
"1243","Z-AKH","non-transloc",62442,0.62442
"1244","Z-AKO","ANF",43661,0.43661
"1245","Z-AKO","FTS",12366,0.12366
"1246","Z-AKO","non-transloc",43973,0.43973
"1247","Z-AKW","ANF",25032,0.25032
"1248","Z-AKW","FTS",12640,0.1264
"1249","Z-AKW","non-transloc",62328,0.62328
"1250","Z-AKY","ANF",12497,0.12497
"1251","Z-AKY","non-transloc",87503,0.87503
"1252","Z-AL","non-transloc",100000,1
"1253","Z-AO","non-transloc",100000,1
"1254","Z-AOB","ANF",21819,0.21819
"1255","Z-AOB","FTS",25053,0.25053
"1256","Z-AOB","non-transloc",53128,0.53128
"1257","Z-AOG","ANF",28154,0.28154
"1258","Z-AOG","CBJTC",12524,0.12524
"1259","Z-AOG","FTS",25101,0.25101
"1260","Z-AOG","non-transloc",34221,0.34221
"1261","Z-AOS","ANF",12507,0.12507
"1262","Z-AOS","FTS",25005,0.25005
"1263","Z-AOS","non-transloc",62488,0.62488
"1264","Z-AOW","ANF",87421,0.87421
"1265","Z-AOW","non-transloc",12579,0.12579
"1266","Z-AOY","ANF",37275,0.37275
"1267","Z-AOY","CBJTC",12616,0.12616
"1268","Z-AOY","FTS",25128,0.25128
"1269","Z-AOY","non-transloc",24981,0.24981
