"","founder_id","year","part_found_f_sum","group","pop_size","pfound_fsum_prop","pfound_fsum_scale","val_cumsum"
"279","ZY-SO",2017,0.15532,"non-transloc",128,0.0590256137417344,0.0012134375,0.00569234375
"280","ZO-OA",2021,0.20872,"non-transloc",172,0.0532987405644478,0.00121348837209302,0.01159
"281","ZO-OA",2022,0.213,"non-transloc",167,0.0568491176376389,0.00127544910179641,0.0121207185628743
"282","ZP-GA",2010,0.12942,"non-transloc",101,0.143281004361978,0.00128138613861386,0.00336287128712871
"283","ZG-WC",2010,0.13448,"non-transloc",101,0.148882935146027,0.00133148514851485,0.00466930693069307
"284","ZA-PA",2008,0.10634,"non-transloc",79,0.236143187066975,0.00134607594936709,0.00365556962025316
"285","ZL-SW",2000,0.12458,"non-transloc",92,1,0.00135413043478261,0.000677065217391304
"286","ZY-SO",2019,0.1997,"non-transloc",146,0.059517777844008,0.00136780821917808,0.00818541095890411
"287","ZY-SO",2020,0.21806,"non-transloc",159,0.0629332686857493,0.0013714465408805,0.0100091194968553
"288","ZA-PG",2008,0.10836,"non-transloc",79,0.240628886125422,0.00137164556962025,0.00501443037974684
"289","ZA-PG",2012,0.13854,"non-transloc",100,0.147823303457106,0.0013854,0.0072885
"290","ZA-PA",2012,0.13908,"non-transloc",100,0.148399487836108,0.0013908,0.0086766
"291","ZG-WC",2002,0.12252,"non-transloc",85,1,0.00144141176470588,0.000720705882352941
"292","ZA-PA",2011,0.15864,"non-transloc",110,0.137009016478392,0.00144218181818182,0.00835127272727273
"293","ZA-PG",2011,0.15992,"non-transloc",110,0.138114485093447,0.00145381818181818,0.00979927272727273
"294","ZO-OL",2014,0.14856,"non-transloc",102,0.123265847992035,0.00145647058823529,0.00773882352941176
"295","ZO-LA",2003,0.12498,"non-transloc",85,0.250390671955764,0.00147035294117647,0.000735176470588235
"296","ZO-OA",2003,0.12568,"non-transloc",85,0.25179308410466,0.00147858823529412,0.00220964705882353
"297","ZL-SW",2001,0.12458,"non-transloc",84,0.498439625510122,0.00148309523809524,0.000741547619047619
"298","ZG-WC",2001,0.12536,"non-transloc",84,0.501560374489878,0.00149238095238095,0.00222928571428571
"299","ZA-PA",2013,0.14634,"non-transloc",98,0.157436096049574,0.00149326530612245,0.007225
"300","ZA-PG",2013,0.1483,"non-transloc",98,0.159544711248817,0.00151326530612245,0.00872826530612245
"301","ZY-SO",2018,0.2175,"non-transloc",137,0.0665308519619719,0.00158759124087591,0.00776591240875912
"302","ZA-PA",2009,0.13576,"non-transloc",82,0.194337083798563,0.00165560975609756,0.0059809756097561
"303","ZA-PA",2014,0.1704,"non-transloc",102,0.141387321606372,0.00167058823529412,0.00930235294117647
"304","ZA-PG",2014,0.17116,"non-transloc",102,0.142017922336542,0.00167803921568627,0.0109766666666667
"305","ZG-WC",2005,0.12288,"non-transloc",73,0.8,0.00168328767123288,0.00126246575342466
"306","ZA-PG",2009,0.14026,"non-transloc",82,0.200778722551462,0.00171048780487805,0.0076640243902439
"307","ZG-AP",2022,0.28688,"non-transloc",167,0.0765674876426566,0.00171784431137725,0.0136173652694611
"308","ZY-WB",2022,0.28792,"non-transloc",167,0.0768450607991972,0.00172407185628743,0.0153383233532934
"309","ZO-OL",2022,0.29388,"non-transloc",167,0.0784357685039874,0.00175976047904192,0.0170802395209581
"310","ZA-PA",2010,0.17918,"non-transloc",101,0.198370347408277,0.00177405940594059,0.00622207920792079
"311","ZG-AP",2015,0.19014,"non-transloc",107,0.116514492309578,0.00177700934579439,0.00497018691588785
"312","ZY-WB",2015,0.19032,"non-transloc",107,0.116624793185857,0.00177869158878505,0.00674803738317757
"313","ZG-GWO",2015,0.19102,"ANF",107,0.117053741038054,0.00178523364485981,0.00853
"314","ZA-PG",2010,0.18524,"non-transloc",101,0.20507937913779,0.00183405940594059,0.00802613861386139
"315","ZG-AP",2021,0.32906,"non-transloc",172,0.0840287637511364,0.00191313953488372,0.0131533139534884
"316","ZY-WB",2021,0.3295,"non-transloc",172,0.0841411221540127,0.0019156976744186,0.0150677325581395
"317","ZA-PG",2015,0.20706,"non-transloc",107,0.126882774679821,0.00193514018691589,0.0103901869158879
"318","ZO-OL",2015,0.20712,"non-transloc",107,0.126919541638581,0.00193570093457944,0.0123256074766355
"319","ZG-GWO",2019,0.2858,"ANF",146,0.0851786725479093,0.00195753424657534,0.00984808219178082
"320","ZA-PA",2015,0.2095,"non-transloc",107,0.12837796433605,0.00195794392523365,0.0142724299065421
"321","ZO-OL",2021,0.33708,"non-transloc",172,0.0860767510035649,0.00195976744186047,0.0170054651162791
"322","ZG-AP",2020,0.32058,"non-transloc",159,0.0925210826161492,0.00201622641509434,0.0117029559748428
"323","ZY-WB",2020,0.32134,"non-transloc",159,0.092740422633581,0.00202100628930818,0.013721572327044
"324","ZG-AP",2016,0.23784,"non-transloc",117,0.113085898496562,0.00203282051282051,0.00584786324786325
"325","ZY-WB",2016,0.23956,"non-transloc",117,0.113903707718788,0.00204752136752137,0.00788803418803419
"326","ZG-GWO",2018,0.2858,"ANF",137,0.0874230689229037,0.00208613138686131,0.00960277372262774
"327","ZO-OL",2020,0.33228,"non-transloc",159,0.0958977644634539,0.00208981132075472,0.0157769811320755
"328","ZO-OL",2016,0.25394,"non-transloc",117,0.120740973192974,0.00217042735042735,0.00999700854700855
"329","ZA-PG",2016,0.25896,"non-transloc",117,0.123127834992725,0.00221333333333333,0.0121888888888889
"330","ZA-PG",2022,0.37336,"non-transloc",167,0.0996487631980698,0.00223568862275449,0.0190779640718563
"331","ZA-PA",2016,0.2618,"non-transloc",117,0.124478171150353,0.00223760683760684,0.014414358974359
"332","ZA-PA",2022,0.37406,"non-transloc",167,0.0998355912842029,0.00223988023952096,0.021315748502994
"333","ZG-AP",2017,0.28758,"non-transloc",128,0.109287831572547,0.00224671875,0.007422421875
"334","ZY-WB",2017,0.29096,"non-transloc",128,0.110572318917686,0.002273125,0.00968234375
"335","ZG-AP",2019,0.34246,"non-transloc",146,0.102065389085924,0.00234561643835616,0.0119996575342466
"336","ZY-WB",2019,0.34462,"non-transloc",146,0.102709146723095,0.00236041095890411,0.0143526712328767
"337","ZO-OL",2019,0.34632,"non-transloc",146,0.103215807826424,0.00237205479452055,0.016718904109589
"338","ZO-OL",2017,0.3047,"non-transloc",128,0.115793873983431,0.00238046875,0.012009140625
"339","ZA-PA",2021,0.41016,"non-transloc",172,0.104738460281305,0.0023846511627907,0.0191776744186046
"340","ZA-PG",2021,0.4124,"non-transloc",172,0.105310466695948,0.00239767441860465,0.0215688372093023
"341","ZA-PG",2017,0.3104,"non-transloc",128,0.117960021281447,0.002425,0.014411875
"342","ZG-GWO",2016,0.2858,"ANF",117,0.135889462623266,0.00244273504273504,0.0167545299145299
"343","ZA-PA",2017,0.3151,"non-transloc",128,0.119746142737706,0.00246171875,0.016855234375
"344","ZG-GWO",2017,0.31638,"ANF",128,0.120232575815155,0.00247171875,0.019321953125
"345","ZA-PA",2020,0.39386,"non-transloc",159,0.113670077981148,0.00247710691823899,0.0180604402515723
"346","ZA-PG",2020,0.3964,"non-transloc",159,0.114403135407828,0.00249308176100629,0.020545534591195
"347","ZA-PG",2019,0.36912,"non-transloc",146,0.110011027329896,0.00252821917808219,0.0191690410958904
"348","ZG-AP",2018,0.34674,"non-transloc",137,0.106063943031237,0.00253094890510949,0.0119113138686131
"349","ZA-PA",2019,0.37206,"non-transloc",146,0.110887253002712,0.00254835616438356,0.0217073287671233
"350","ZY-WB",2018,0.3493,"non-transloc",137,0.106847018806054,0.00254963503649635,0.0144516058394161
"351","ZO-OL",2018,0.36752,"non-transloc",137,0.112420315922133,0.00268262773722628,0.0170677372262774
"352","ZA-PG",2018,0.3711,"non-transloc",137,0.113515398450978,0.00270875912408759,0.0197634306569343
"353","ZA-PA",2018,0.37602,"non-transloc",137,0.115020372205704,0.00274467153284672,0.0224901459854015
"354","ZG-WC",2003,0.24848,"non-transloc",85,0.497816243939576,0.00292329411764706,0.00441058823529412
"355","ZG-WC",2004,0.3727,"non-transloc",83,0.92311883885669,0.00449036144578313,0.00261915662650602
