"","id","Detected","SurveyType","year","row_origin","Origin","Origin_update","f_ped","group","anc_prop","allele_count"
"1","-AZH","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"2","-AZH","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"3","-AZH","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"4","-AZH","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"5","-AZH","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"6","-AZH","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"7","-AZH","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"8","-AZH","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"9","-AZH","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"10","-AZH","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"11","-AZH","Yes","Census",2012,"observed","Local","Local",0,"transloc",0,1e+05
"12","-AZH","Yes","Census",2013,"observed","Local","Local",0,"transloc",0,1e+05
"13","-AZO","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"14","-AZW","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"15","-BZA","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"16","-BZA","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"17","-BZA","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"18","-BZA","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"19","-BZA","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"20","-BZA","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"21","-BZA","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"22","-BZA","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"23","-BZA","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"24","-BZA","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"25","-BZA","Yes","Census",2012,"observed","Local","Local",0,"transloc",0,1e+05
"26","-BZA","Yes","Census",2013,"observed","Local","Local",0,"transloc",0,1e+05
"27","-BZA","Yes","Census",2014,"observed","Local","Local",0,"transloc",0,1e+05
"28","-BZA","Yes","Census",2015,"observed","Local","Local",0,"transloc",0,1e+05
"29","-BZA","Yes","Census",2016,"observed","Local","Local",0,"transloc",0,1e+05
"30","-CZB","Yes","Census",2002,"observed","Local","Local",0.0625,"transloc",0,1e+05
"31","-CZB","Yes","Census",2003,"observed","Local","Local",0.0625,"transloc",0,1e+05
"32","-CZB","Yes","Census",2004,"observed","Local","Local",0.0625,"transloc",0,1e+05
"33","-CZB","Yes","Census",2005,"observed","Local","Local",0.0625,"transloc",0,1e+05
"34","-CZC","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"35","-CZC","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"36","-CZC","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"37","-CZC","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"38","-CZC","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"39","-CZC","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"40","-CZC","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"41","-CZC","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"42","-CZC","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"43","-CZG","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"44","-CZG","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"45","-CZG","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"46","-CZG","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"47","-CZG","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"48","-CZG","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"49","-CZG","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"50","-CZG","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"51","-CZG","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"52","-CZG","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"53","-CZG","Yes","Census",2012,"observed","Local","Local",0,"transloc",0,1e+05
"54","-CZG","Yes","Census",2013,"observed","Local","Local",0,"transloc",0,1e+05
"55","-CZP","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"56","-CZP","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"57","-CZP","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"58","-CZP","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"59","-HZA","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"60","-HZA","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"61","-HZB","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"62","-HZB","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"63","-HZB","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"64","-HZB","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"65","-HZB","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"66","-HZB","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"67","-OZB","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"68","-OZG","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"69","-OZG","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"70","-OZG","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"71","-OZG","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"72","-OZG","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"73","-OZG",NA,NA,2004,"deduced","Local","Local",0,"transloc",0,1e+05
"74","-PAZ","Yes","Census",2001,"observed","Local","Local",0,"transloc",0,1e+05
"75","-PAZ","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"76","-PAZ","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"77","-PAZ","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"78","-PAZ","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"79","-PAZ","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"80","-PZL","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"81","-PZS","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"82","-PZW","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"83","-WOZ","Yes","Census",2001,"observed","Local","Local",0,"transloc",0,1e+05
"84","-WOZ","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"85","-WOZ","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"86","-WOZ","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"87","-WOZ","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"88","-WOZ","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"89","-WOZ","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"90","-WOZ","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"91","-WOZ","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"92","-WOZ","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"93","-WOZ","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"94","-WZG","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"95","-WZG","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"96","-YBZ","Yes","Census",2001,"observed","Local","Local",0,"transloc",0,1e+05
"97","-YBZ","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"98","-YBZ","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"99","-YBZ","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"100","-YBZ","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"101","-YBZ","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"102","-YBZ","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"103","-YBZ","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"104","-YBZ",NA,NA,2002,"deduced","Local","Local",0,"transloc",0,1e+05
"105","-YZG","Yes","Census",2002,"observed","Local","Local",0,"transloc",0.5,50000
"106","-YZG","Yes","Census",2003,"observed","Local","Local",0,"transloc",0.5,50000
"107","-YZG","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"108","-YZO","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"109","-ZAP","Yes","Census",2004,"observed","Local","Local",0.0625,"transloc",0,1e+05
"110","-ZBB","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"111","-ZBB","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"112","-ZBY","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"113","-ZBY","Yes","Census",2005,"observed","Local","Local",0,"transloc",0,1e+05
"114","-ZBY","Yes","Census",2006,"observed","Local","Local",0,"transloc",0,1e+05
"115","-ZBY","Yes","Census",2007,"observed","Local","Local",0,"transloc",0,1e+05
"116","-ZBY","Yes","Census",2008,"observed","Local","Local",0,"transloc",0,1e+05
"117","-ZBY","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"118","-ZBY","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"119","-ZBY","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"120","-ZBY","Yes","Census",2012,"observed","Local","Local",0,"transloc",0,1e+05
"121","-ZBY","Yes","Census",2013,"observed","Local","Local",0,"transloc",0,1e+05
"122","-ZBY","Yes","Census",2014,"observed","Local","Local",0,"transloc",0,1e+05
"123","-ZBY","Yes","Census",2015,"observed","Local","Local",0,"transloc",0,1e+05
"124","-ZBY","Yes","Census",2016,"observed","Local","Local",0,"transloc",0,1e+05
"125","-ZCB","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"126","-ZCY","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"127","-ZHL","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"128","-ZLO","Yes","Census",2004,"observed","Local","Local",0.03125,"transloc",0,1e+05
"129","-ZOG","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"130","-ZOY","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"131","-ZPB","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"132","-ZSA","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"133","-ZWG","Yes","Census",2004,"observed","Local","Local",0.0625,"transloc",0,1e+05
"134","-ZWP","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.75025,75025
"135","-ZWP","Yes","Census",2005,"observed","Local","Local",0,"transloc",0.75025,75025
"136","-ZWP","Yes","Census",2006,"observed","Local","Local",0,"transloc",0.75025,75025
"137","-ZWP","Yes","Census",2007,"observed","Local","Local",0,"transloc",0.75025,75025
"138","-ZWP","Yes","Census",2008,"observed","Local","Local",0,"transloc",0.75025,75025
"139","-ZWP","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.75025,75025
"140","-ZWP","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.75025,75025
"141","-ZWP","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.75025,75025
"142","-ZWP","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.75025,75025
"143","-ZWP","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.75025,75025
"144","-ZWP","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.75025,75025
"145","-ZWP","Yes","Census",2015,"observed","Local","Local",0,"transloc",0.75025,75025
"146","-ZWS","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"147","-ZYA","Yes","Census",2004,"observed","Local","Local",0,"transloc",0.5,50000
"148","-ZYA","Yes","Census",2005,"observed","Local","Local",0,"transloc",0.5,50000
"149","-ZYA","Yes","Census",2006,"observed","Local","Local",0,"transloc",0.5,50000
"150","-ZYA","Yes","Census",2007,"observed","Local","Local",0,"transloc",0.5,50000
"151","-ZYA","Yes","Census",2008,"observed","Local","Local",0,"transloc",0.5,50000
"152","-ZYA","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.5,50000
"153","-ZYA","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.5,50000
"154","-ZYS","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"155","1033","Yes","Census",2019,"observed","Local","Local",0,"transloc",0.93734,43734
"156","1042","Yes","Census",2019,"observed","Local","Local",0.05419921875,"transloc",0.25174,12675
"157","1210","Yes","Census",2022,"observed","Local","Local",0,"transloc",0.06181,6181
"158","1211","Yes","Census",2022,"observed","Local","Local",0.043701171875,"transloc",0.40829,40829
"159","1213","Yes","Census",2022,"observed","Local","Local",0.01123046875,"transloc",0.30999,18559
"160","1214","Yes","Census",2022,"observed","Local","Local",0,"transloc",0.8743,37430
"161","1217","Yes","Census",2022,"observed","Local","Local",0.001953125,"transloc",0.43759,31111
"162","AA-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"163","AA-Z","Yes","Census",1996,"observed","Local","Local",0,"transloc",0,1e+05
"164","AA-Z","Yes","Census",1997,"observed","Local","Local",0,"transloc",0,1e+05
"165","AA-Z","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"166","AA-Z","Yes","Census",1999,"observed","Local","Local",0,"transloc",0,1e+05
"167","AA-Z","Yes","Census",2000,"observed","Local","Local",0,"transloc",0,1e+05
"168","AA-ZB","Yes","Census",2000,"observed","Local","Local",0,"transloc",0,1e+05
"169","AB-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"170","AB-Z","Yes","Census",1996,"observed","Local","Local",0,"transloc",0,1e+05
"171","AB-Z","Yes","Census",1997,"observed","Local","Local",0,"transloc",0,1e+05
"172","AB-Z","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"173","AB-ZG","Yes","Census",1994,"observed","Local","Local",0,"transloc",0,1e+05
"174","ABA-Z","Yes","Census",2009,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"175","ABA-Z","Yes","Census",2010,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"176","ABA-Z","Yes","Census",2011,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"177","ABA-Z","Yes","Census",2012,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"178","ABA-Z","Yes","Census",2013,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"179","ABA-Z","Yes","Census",2014,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"180","ABA-Z","Yes","Census",2015,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"181","ABA-Z","Yes","Census",2016,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"182","ABC-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.5,50000
"183","ABC-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.5,50000
"184","ABC-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.5,50000
"185","ABC-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.5,50000
"186","ABC-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.5,50000
"187","ABL-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.62693,37581
"188","ABL-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.62693,37581
"189","ABL-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.62693,37581
"190","ABL-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.62693,37581
"191","ABL-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.62693,37581
"192","ABL-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.62693,37581
"193","ABL-Z","Yes","Census",2015,"observed","Local","Local",0,"transloc",0.62693,37581
"194","ABL-Z","Yes","Census",2016,"observed","Local","Local",0,"transloc",0.62693,37581
"195","ABY-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.24906,24906
"196","ABY-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.24906,24906
"197","ABY-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.24906,24906
"198","ABY-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.24906,24906
"199","AC-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"200","ACA-Z","Yes","Census",2009,"observed","Local","Local",0.25,"transloc",0,1e+05
"201","ACZ-","Yes","Census",2001,"observed","Local","Local",0,"transloc",0,1e+05
"202","ACZ-","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"203","ACZ-","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"204","AG-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"205","AHG-Z","Yes","Census",2009,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"206","AHG-Z","Yes","Census",2010,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"207","AHG-Z","Yes","Census",2011,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"208","AHG-Z","Yes","Census",2012,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"209","AHG-Z","Yes","Census",2013,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"210","AHG-Z","Yes","Census",2014,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"211","AHG-Z","Yes","Census",2015,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"212","AHG-Z","Yes","Census",2016,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"213","AHG-Z","Yes","Census",2017,"observed","Local","Local",0.0703125,"transloc",0.24992,24992
"214","AHO-Z","Yes","Census",2009,"observed","Local","Local",0.0625,"transloc",0,1e+05
"215","AHO-Z","Yes","Census",2010,"observed","Local","Local",0.0625,"transloc",0,1e+05
"216","AHO-Z","Yes","Census",2011,"observed","Local","Local",0.0625,"transloc",0,1e+05
"217","AHO-Z","Yes","Census",2012,"observed","Local","Local",0.0625,"transloc",0,1e+05
"218","AHO-Z","Yes","Census",2013,"observed","Local","Local",0.0625,"transloc",0,1e+05
"219","AHO-Z","Yes","Census",2014,"observed","Local","Local",0.0625,"transloc",0,1e+05
"220","AHW-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.5,50000
"221","AKB-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"222","AKB-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"223","AKP-Z","Yes","Census",2009,"observed","Local","Local",0.03125,"transloc",0,1e+05
"224","AKP-Z","Yes","Census",2010,"observed","Local","Local",0.03125,"transloc",0,1e+05
"225","AKP-Z","Yes","Census",2011,"observed","Local","Local",0.03125,"transloc",0,1e+05
"226","AKP-Z","Yes","Census",2012,"observed","Local","Local",0.03125,"transloc",0,1e+05
"227","AKP-Z","Yes","Census",2013,"observed","Local","Local",0.03125,"transloc",0,1e+05
"228","AKP-Z","Yes","Census",2014,"observed","Local","Local",0.03125,"transloc",0,1e+05
"229","AKP-Z","Yes","Census",2015,"observed","Local","Local",0.03125,"transloc",0,1e+05
"230","AKP-Z","Yes","Census",2016,"observed","Local","Local",0.03125,"transloc",0,1e+05
"231","AKP-Z","Yes","Census",2017,"observed","Local","Local",0.03125,"transloc",0,1e+05
"232","AKP-Z","Yes","Census",2018,"observed","Local","Local",0.03125,"transloc",0,1e+05
"233","AKP-Z","Yes","Census",2019,"observed","Local","Local",0.03125,"transloc",0,1e+05
"234","AKP-Z","Yes","Census",2020,"observed","Local","Local",0.03125,"transloc",0,1e+05
"235","AKP-Z","Yes","Census",2021,"observed","Local","Local",0.03125,"transloc",0,1e+05
"236","AKP-Z","Yes","Census",2022,"observed","Local","Local",0.03125,"transloc",0,1e+05
"237","AL-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"238","AL-ZA","Yes","Census",1995,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"239","AL-ZA","Yes","Census",1996,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"240","AL-ZA","Yes","Census",1997,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"241","AL-ZA","Yes","Census",1998,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"242","AL-ZA","Yes","Census",1999,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"243","AL-ZA","Yes","Census",2000,"observed","Immigrant","Immigrant",0,"transloc",0,1e+05
"244","ALG-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0,1e+05
"245","ALG-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0,1e+05
"246","ALG-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0,1e+05
"247","ALG-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0,1e+05
"248","ALG-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0,1e+05
"249","ALG-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0,1e+05
"250","ALG-Z","Yes","Census",2015,"observed","Local","Local",0,"transloc",0,1e+05
"251","ALL-Z","Yes","Census",2009,"observed","Local","Local",0.0703125,"transloc",0,1e+05
"252","ALO-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.2505,25050
"253","ALO-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.2505,25050
"254","ALO-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.2505,25050
"255","ALO-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.2505,25050
"256","ALO-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.2505,25050
"257","ALO-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.2505,25050
"258","AO-Z","Yes","Census",2005,"observed","Local","Local",0,"transloc",0.5,50000
"259","AO-Z","Yes","Census",2007,"observed","Local","Local",0,"transloc",0.5,50000
"260","AO-Z",NA,NA,2006,"deduced","Local","Local",0,"transloc",0.5,50000
"261","AOK-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.74755,74755
"262","AOK-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.74755,74755
"263","AOK-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.74755,74755
"264","AOK-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.74755,74755
"265","AOK-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.74755,74755
"266","AOK-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.74755,74755
"267","AOK-Z","Yes","Census",2015,"observed","Local","Local",0,"transloc",0.74755,74755
"268","AOK-Z","Yes","Census",2016,"observed","Local","Local",0,"transloc",0.74755,74755
"269","AOK-Z","Yes","Census",2017,"observed","Local","Local",0,"transloc",0.74755,74755
"270","AOK-Z","Yes","Census",2018,"observed","Local","Local",0,"transloc",0.74755,74755
"271","AOK-Z","Yes","Census",2019,"observed","Local","Local",0,"transloc",0.74755,74755
"272","AOK-Z","Yes","Census",2020,"observed","Local","Local",0,"transloc",0.74755,74755
"273","APH-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.5,50000
"274","APL-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.24812,24812
"275","APL-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.24812,24812
"276","APL-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.24812,24812
"277","APL-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.24812,24812
"278","APL-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.24812,24812
"279","APL-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.24812,24812
"280","APL-Z","Yes","Census",2015,"observed","Local","Local",0,"transloc",0.24812,24812
"281","ASL-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.24848,24848
"282","AW-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"283","AWL-Z","Yes","Census",2009,"observed","Local","Local",0.03125,"transloc",0,1e+05
"284","AWL-Z","Yes","Census",2010,"observed","Local","Local",0.03125,"transloc",0,1e+05
"285","AWL-Z","Yes","Census",2011,"observed","Local","Local",0.03125,"transloc",0,1e+05
"286","AY-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"287","AY-Z","Yes","Census",1996,"observed","Local","Local",0,"transloc",0,1e+05
"288","AY-ZP","Yes","Census",1994,"observed","Local","Local",0,"transloc",0,1e+05
"289","AYH-Z","Yes","Census",2009,"observed","Local","Local",0,"transloc",0.5,50000
"290","AYH-Z","Yes","Census",2010,"observed","Local","Local",0,"transloc",0.5,50000
"291","AYH-Z","Yes","Census",2011,"observed","Local","Local",0,"transloc",0.5,50000
"292","AYH-Z","Yes","Census",2012,"observed","Local","Local",0,"transloc",0.5,50000
"293","AYH-Z","Yes","Census",2013,"observed","Local","Local",0,"transloc",0.5,50000
"294","AYH-Z","Yes","Census",2014,"observed","Local","Local",0,"transloc",0.5,50000
"295","AYH-Z","Yes","Census",2015,"observed","Local","Local",0,"transloc",0.5,50000
"296","AYH-Z","Yes","Census",2016,"observed","Local","Local",0,"transloc",0.5,50000
"297","AYH-Z","Yes","Census",2017,"observed","Local","Local",0,"transloc",0.5,50000
"298","AYH-Z","Yes","Census",2018,"observed","Local","Local",0,"transloc",0.5,50000
"299","AYH-Z","Yes","Census",2019,"observed","Local","Local",0,"transloc",0.5,50000
"300","AYH-Z","Yes","Census",2020,"observed","Local","Local",0,"transloc",0.5,50000
"301","AYH-Z","Yes","Census",2021,"observed","Local","Local",0,"transloc",0.5,50000
"302","AZ-B","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"303","AZ-L","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"304","AZ-W","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"305","AZ-Y","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
"306","AZ-Y","Yes","Census",1999,"observed","Local","Local",0,"transloc",0,1e+05
"307","AZ-Y","Yes","Census",2000,"observed","Local","Local",0,"transloc",0,1e+05
"308","AZ-Y","Yes","Census",2001,"observed","Local","Local",0,"transloc",0,1e+05
"309","AZ-Y","Yes","Census",2002,"observed","Local","Local",0,"transloc",0,1e+05
"310","AZ-Y","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"311","AZ-Y","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"312","AZ-YL","Yes","Census",2003,"observed","Local","Local",0,"transloc",0,1e+05
"313","AZ-YL","Yes","Census",2004,"observed","Local","Local",0,"transloc",0,1e+05
"314","B-Z","Yes","Census",1995,"observed","Local","Local",0,"transloc",0,1e+05
"315","B-Z","Yes","Census",1996,"observed","Local","Local",0,"transloc",0,1e+05
"316","B-Z","Yes","Census",1997,"observed","Local","Local",0,"transloc",0,1e+05
"317","B-Z","Yes","Census",1998,"observed","Local","Local",0,"transloc",0,1e+05
